# HIGH-LOAD CAPTURE: RECOVERY_FAIL
# Timestamp: 2026-03-20T00:16:24.0673582Z
# Frame: 37504
# ZombieCount: 1
# CurrentFPS: 106.28
# BaselineFPS: 192.02
# PeakFPS: 199.94
# FPSDrop%: 44.7%
# PeakZombies: 1
# CaptureNumber: 1/5
# GC_MB: 2007.8

=== TIMING DATA (sorted by TotalMs) ===
Tag,TotalMs,Calls,AvgMs,PercentOfTotal,Category
EntityPlayerLocal.Update,693.2038,2811,0.246604,31.23%,PLAYER
EntityAlive.updateTasks,409.5704,6456,0.063440,18.45%,AI_ENTITY
EntityAlive.MoveEntityHeaded,326.4643,6456,0.050568,14.71%,AI_ENTITY
EntityAlive.Update,260.0813,19084,0.013628,11.72%,AI_ENTITY
EntityMoveHelper.UpdateMoveHelper,104.7328,6456,0.016223,4.72%,MOVEMENT
EAIManager.Update,98.8570,6368,0.015524,4.45%,AI_TASK
Entity.Update,81.5466,19132,0.004262,3.67%,OTHER
EntityAlive.updateCurrentBlockPosAndValue,79.9842,3784,0.021137,3.60%,AI_ENTITY
EntityPlayer.Update,58.1288,2811,0.020679,2.62%,OTHER
GUIWindow.Update,36.6719,30572,0.001200,1.65%,UI
BaseObjective.Update,29.2292,2811,0.010398,1.32%,OTHER
EntityLookHelper.onUpdateLook,28.4553,6456,0.004408,1.28%,OTHER
EntitySeeCache.ClearIfExpired,10.7285,3228,0.003324,0.48%,SENSING
EntitySeeCache.CanSee,1.8313,163,0.011235,0.08%,SENSING
EAIBase.Update,0.3963,167,0.002373,0.02%,AI_TASK
EntityAlive.FindPath,0.0193,5,0.003860,0.00%,AI_ENTITY

=== CALL COUNTS ===
Counter,Value
CallChain.GetAttackTarget.from.Direct/Unknown,24258
GetAttackTarget.Total,24258
CallChain.GetRevengeTarget.from.Direct/Unknown,16601
GetRevengeTarget.Total,16601
GetAttackTarget.CacheHit,7304
Budget.Medium,7291
Budget.Low,5622
Budget.High,3362
MoveEntityHeaded.calls,3228
updateTasks.calls,3228
MoveSpeed.CacheHit,3227
MoveEntityHeaded.LiteMotion,720
GetRevengeTarget.CacheHit,326
MoveHelper.Throttled,247
updateTasks.LiteRun,44
EAIManager.EvalThrottled,44
Budget.Critical,0

=== OPTIMIZATION EFFECTIVENESS ===
# Shows how much work our patches skipped vs total calls
MoveEntityHeaded.Lite: skipped=720, total=3228, rate=22.3%
updateTasks.Lite: skipped=44, total=3228, rate=1.4%
GetAttackTarget: skipped=7304, total=24258, rate=30.1%
GetRevengeTarget: skipped=326, total=16601, rate=2.0%
MoveHelper: skipped=247, total=247, rate=100.0%
EAIManager.Eval: skipped=44, total=44, rate=100.0%
MoveSpeed: skipped=3227, total=3227, rate=100.0%

=== CALL CHAIN: WHO CALLS GetAttackTarget / GetRevengeTarget ===
# Format: CallChain.<TargetMethod>.from.<CallerMethod>,Count
# 'Direct/Unknown' = called from a site we don't instrument
Caller,Calls
CallChain.GetAttackTarget.from.Direct/Unknown,24258
CallChain.GetRevengeTarget.from.Direct/Unknown,16601

=== GAME CPU COST PER ZOMBIE ===
# How much CPU time (ms) the GAME spends per zombie for each system.
# This is NOT profiling overhead — it is the actual game workload divided by zombie count.
# Lower values = better optimization. Compare across captures to track improvement.
TotalMs per zombie: 2219.9010
EntityPlayerLocal.Update: 693.2038 ms/zombie
EntityAlive.updateTasks: 409.5704 ms/zombie
EntityAlive.MoveEntityHeaded: 326.4643 ms/zombie
EntityAlive.Update: 260.0813 ms/zombie
EntityMoveHelper.UpdateMoveHelper: 104.7328 ms/zombie
EAIManager.Update: 98.8570 ms/zombie
Entity.Update: 81.5466 ms/zombie
EntityAlive.updateCurrentBlockPosAndValue: 79.9842 ms/zombie
EntityPlayer.Update: 58.1288 ms/zombie
GUIWindow.Update: 36.6719 ms/zombie
