TimeUtc,Frame,ZombieCount,AI_ms,Sensing_ms,Other_ms,TotalMs,GC_kb,CurrentFPS,BaselineFPS,PeakFPS,Top1_Tag,Top1_ms,Top2_Tag,Top2_ms,Top3_Tag,Top3_ms,Top4_Tag,Top4_ms,Top5_Tag,Top5_ms
2026-04-13T05:13:28.1372858Z,5438,7,822.1769,9.5474,792.5414,1624.2657,2270264,75.25,75.68,195.80,EntityPlayerLocal.Update,599.4426,EntityAlive.updateTasks,266.3981,EntityAlive.MoveEntityHeaded,235.4336,EntityAlive.Update,162.2324,EAIManager.Update,100.6412
2026-04-13T05:13:58.1576978Z,7870,0,1601.0539,4.1554,1530.1783,3135.3876,2333488,46.63,87.19,195.80,EntityPlayerLocal.Update,1174.1461,EntityAlive.updateTasks,546.7465,EntityAlive.MoveEntityHeaded,386.9187,EntityAlive.Update,330.4460,EAIManager.Update,226.7980
2026-04-13T05:14:28.1485526Z,10868,1,610.8803,3.5612,1485.2465,2099.6880,2399656,120.04,115.81,195.80,EntityPlayerLocal.Update,1240.8440,EntityAlive.updateTasks,208.4054,EntityAlive.Update,183.0873,EntityAlive.MoveEntityHeaded,122.5190,Entity.Update,73.9401
2026-04-13T05:14:58.1534420Z,13563,1,500.7953,4.1892,1303.2810,1808.2655,2384984,79.47,115.81,195.80,EntityPlayerLocal.Update,1091.5605,EntityAlive.updateTasks,159.8172,EntityAlive.Update,149.1013,EntityAlive.MoveEntityHeaded,115.4602,Entity.Update,61.6146
2026-04-13T05:15:28.1532137Z,16078,3,754.2580,4.6545,1276.2551,2035.1676,2391892,78.93,115.81,195.80,EntityPlayerLocal.Update,1017.2046,EntityAlive.updateTasks,258.3748,EntityAlive.MoveEntityHeaded,196.9471,EntityAlive.Update,176.5501,EAIManager.Update,78.3006
2026-04-13T05:15:58.1604905Z,18590,7,941.2231,5.3025,1343.2718,2289.7974,2391712,87.56,115.81,195.80,EntityPlayerLocal.Update,1036.0085,EntityAlive.updateTasks,327.3291,EntityAlive.Update,239.7543,EntityAlive.MoveEntityHeaded,210.6668,EAIManager.Update,105.3082
2026-04-13T05:16:28.1728788Z,21051,9,1565.1493,5.2761,1518.3609,3088.7863,2351736,81.05,115.81,195.80,EntityPlayerLocal.Update,1028.1941,EntityAlive.updateTasks,640.2651,EntityAlive.Update,384.7745,EntityAlive.MoveEntityHeaded,294.2562,EAIManager.Update,165.1059
2026-04-13T05:16:58.1773257Z,23458,6,1037.7526,4.3408,1295.3486,2337.4420,2370920,69.09,115.81,195.80,EntityPlayerLocal.Update,983.8479,EntityAlive.updateTasks,346.9369,EntityAlive.Update,268.3485,EntityAlive.MoveEntityHeaded,232.2776,EAIManager.Update,132.6352
2026-04-13T05:17:28.1871190Z,25607,13,1508.1355,8.9843,1234.6149,2751.7347,2438456,84.01,115.81,195.80,EntityPlayerLocal.Update,836.9542,EntityAlive.updateTasks,449.8583,EntityAlive.MoveEntityHeaded,400.3727,EntityAlive.Update,368.5381,EAIManager.Update,185.4874
2026-04-13T05:17:58.1945559Z,27554,28,2345.8303,14.8472,1254.0690,3614.7465,2505684,51.07,115.81,195.80,EntityAlive.updateTasks,774.4701,EntityPlayerLocal.Update,751.8767,EntityAlive.MoveEntityHeaded,677.2634,EntityAlive.Update,477.3224,EAIManager.Update,269.0639
2026-04-13T05:18:28.2186700Z,29193,32,2004.6283,18.1830,913.4619,2936.2732,2415788,54.36,115.81,195.80,EntityAlive.MoveEntityHeaded,681.7039,EntityAlive.updateTasks,609.1378,EntityPlayerLocal.Update,509.4545,EntityAlive.Update,368.4113,EAIManager.Update,188.4334
2026-04-13T05:18:58.2362525Z,30645,56,1894.2462,11.7152,852.3678,2758.3292,2567084,49.08,115.81,195.80,EntityAlive.MoveEntityHeaded,698.5245,EntityAlive.updateTasks,574.3456,EntityPlayerLocal.Update,381.7614,EntityAlive.Update,371.6871,EntityMoveHelper.UpdateMoveHelper,220.6006
2026-04-13T05:19:28.2431914Z,31851,47,1549.8659,16.6802,696.9555,2263.5016,2601864,42.02,115.81,195.80,EntityAlive.MoveEntityHeaded,594.0209,EntityAlive.updateTasks,451.6791,EntityPlayerLocal.Update,305.9867,EntityAlive.Update,286.7130,EntityMoveHelper.UpdateMoveHelper,202.4316
2026-04-13T05:19:58.2480236Z,33087,68,1711.0787,23.1732,600.0235,2334.2754,2615856,32.97,115.81,195.80,EntityAlive.MoveEntityHeaded,644.5078,EntityAlive.updateTasks,542.9458,EntityAlive.Update,257.1294,EntityPlayerLocal.Update,247.4987,EntityMoveHelper.UpdateMoveHelper,186.5300
2026-04-13T05:20:28.2817917Z,33998,53,1331.6540,20.6363,435.4908,1787.7811,2688244,34.93,115.81,195.80,EntityAlive.MoveEntityHeaded,531.9950,EntityAlive.updateTasks,402.0376,EntityAlive.Update,181.8030,EntityPlayerLocal.Update,176.1572,EAIManager.Update,146.1376
2026-04-13T05:20:58.2851658Z,35253,48,4318.5890,57.7812,1473.6709,5850.0411,2694256,52.48,115.81,195.80,EntityAlive.MoveEntityHeaded,1692.0518,EntityAlive.updateTasks,1309.0887,EntityAlive.Update,671.7981,EntityPlayerLocal.Update,577.6896,EAIManager.Update,434.4113
2026-04-13T05:21:28.2833162Z,36503,19,3651.5998,59.8542,1351.0878,5062.5418,2606108,55.39,115.81,195.80,EntityAlive.MoveEntityHeaded,1384.6270,EntityAlive.updateTasks,1009.7413,EntityAlive.Update,733.8909,EntityPlayerLocal.Update,532.1175,EAIManager.Update,364.2621
2026-04-13T05:21:58.2915766Z,38468,4,1840.2414,30.6151,1277.6831,3148.5396,2665412,66.91,115.81,195.80,EntityPlayerLocal.Update,799.4278,EntityAlive.MoveEntityHeaded,558.1785,EntityAlive.updateTasks,546.3092,EntityAlive.Update,423.9215,Entity.Update,210.8911
2026-04-13T05:22:28.2915265Z,40493,4,3.9947,0.1085,4.5839,8.6871,2642228,79.41,115.81,195.80,EntityPlayerLocal.Update,3.2845,EntityAlive.updateTasks,1.3882,EntityAlive.Update,1.0760,EntityAlive.MoveEntityHeaded,0.8000,Entity.Update,0.6102
2026-04-13T05:22:58.2975255Z,42802,9,1376.5590,25.4167,1337.4656,2739.4413,2624244,75.95,115.81,195.80,EntityPlayerLocal.Update,931.7969,EntityAlive.updateTasks,460.2812,EntityAlive.MoveEntityHeaded,335.1446,EntityAlive.Update,325.8875,EAIManager.Update,174.8574
2026-04-13T05:23:28.3029161Z,44984,11,1876.8915,23.9691,1374.2046,3275.0652,2496244,75.15,115.81,195.80,EntityPlayerLocal.Update,865.5830,EntityAlive.updateTasks,668.3433,EntityAlive.MoveEntityHeaded,462.5110,EntityAlive.Update,404.9668,EAIManager.Update,239.2404
