TimeUtc,Frame,ZombieCount,AI_ms,Sensing_ms,Other_ms,TotalMs,GC_kb,CurrentFPS,BaselineFPS,PeakFPS,Top1_Tag,Top1_ms,Top2_Tag,Top2_ms,Top3_Tag,Top3_ms,Top4_Tag,Top4_ms,Top5_Tag,Top5_ms
2026-04-11T00:06:57.3199071Z,14162,10,1173.9415,1.5071,1222.8239,2398.2725,2461260,76.05,101.98,176.44,EntityPlayerLocal.Update,813.8738,EntityAlive.updateTasks,361.3056,EntityAlive.Update,320.0463,EntityAlive.MoveEntityHeaded,295.6610,EAIManager.Update,145.6332
2026-04-11T00:07:27.3273426Z,16160,12,2038.8734,33.7295,1264.7065,3337.3094,2436464,65.76,101.98,176.44,EntityPlayerLocal.Update,862.7062,EntityAlive.updateTasks,703.7805,EntityAlive.MoveEntityHeaded,576.7128,EntityAlive.Update,364.5863,EAIManager.Update,303.4452
2026-04-11T00:07:57.3310696Z,18236,5,1894.4779,28.0644,1234.1241,3156.6664,2484532,76.16,101.98,176.44,EntityPlayerLocal.Update,840.0303,EntityAlive.MoveEntityHeaded,571.9638,EntityAlive.updateTasks,558.5116,EntityAlive.Update,441.3623,EAIManager.Update,217.0518
2026-04-11T00:08:27.3406888Z,20457,6,1565.1153,4.0774,1314.9244,2884.1171,2517284,67.15,101.98,176.44,EntityPlayerLocal.Update,921.6206,EntityAlive.updateTasks,483.7724,EntityAlive.MoveEntityHeaded,477.2429,EntityAlive.Update,363.3458,EAIManager.Update,148.5011
2026-04-11T00:08:57.3524285Z,22623,7,1733.9183,3.2407,1291.3032,3028.4622,2563116,79.77,101.98,176.44,EntityPlayerLocal.Update,873.8826,EntityAlive.updateTasks,603.8563,EntityAlive.MoveEntityHeaded,518.1429,EntityAlive.Update,313.0369,EAIManager.Update,215.0392
2026-04-11T00:09:27.3607472Z,24829,7,1818.8227,2.4703,1345.1477,3166.4407,2639448,72.41,101.98,176.44,EntityPlayerLocal.Update,912.2046,EntityAlive.updateTasks,627.8934,EntityAlive.MoveEntityHeaded,542.2228,EntityAlive.Update,322.0070,EAIManager.Update,223.7306
2026-04-11T00:09:57.3621562Z,26948,18,2256.1767,10.6937,1439.5064,3706.3768,2480688,58.71,101.98,176.44,EntityPlayerLocal.Update,951.1517,EntityAlive.updateTasks,728.3061,EntityAlive.MoveEntityHeaded,703.1261,EntityAlive.Update,469.7692,EAIManager.Update,248.4025
2026-04-11T00:10:27.3701331Z,28789,16,2737.4825,52.1607,1268.0348,4057.6780,2562588,64.63,101.98,176.44,EntityAlive.updateTasks,933.6362,EntityAlive.MoveEntityHeaded,858.6150,EntityPlayerLocal.Update,736.2621,EntityAlive.Update,455.9539,EAIManager.Update,382.0421
2026-04-11T00:10:57.3779040Z,30754,20,2526.1606,36.6752,1467.9038,4030.7396,2464332,65.28,101.98,176.44,EntityPlayerLocal.Update,965.2944,EntityAlive.updateTasks,799.7821,EntityAlive.MoveEntityHeaded,770.6252,EntityAlive.Update,503.7624,EAIManager.Update,316.4968
2026-04-11T00:11:27.3919756Z,32638,19,2837.1159,7.3778,1633.1806,4477.6743,2551872,68.79,101.98,176.44,EntityPlayerLocal.Update,1056.8725,EntityAlive.MoveEntityHeaded,931.3253,EntityAlive.updateTasks,848.1088,EntityAlive.Update,662.5798,EAIManager.Update,251.6265
2026-04-11T00:11:57.4213157Z,34185,42,525.3004,5.4980,274.3369,805.1353,2687544,44.88,101.98,176.44,EntityAlive.updateTasks,186.0693,EntityAlive.MoveEntityHeaded,176.5283,EntityPlayerLocal.Update,154.3407,EntityAlive.Update,90.2191,EAIManager.Update,50.8718
