TimeUtc,Frame,ZombieCount,AI_ms,Sensing_ms,Other_ms,TotalMs,GC_kb,CurrentFPS,BaselineFPS,PeakFPS,Top1_Tag,Top1_ms,Top2_Tag,Top2_ms,Top3_Tag,Top3_ms,Top4_Tag,Top4_ms,Top5_Tag,Top5_ms
2026-04-10T20:11:08.3236021Z,7833,1,1652.0722,3.7526,1296.5666,2952.3914,2341228,107.65,98.90,147.68,EntityPlayerLocal.Update,905.5710,EntityAlive.updateTasks,543.6231,EntityAlive.MoveEntityHeaded,447.5141,EntityAlive.Update,355.8318,EAIManager.Update,213.3165
2026-04-10T20:11:38.3263830Z,10533,4,541.5613,0.4185,1130.2784,1672.2582,2376052,74.18,98.90,147.68,EntityPlayerLocal.Update,834.0363,EntityAlive.Update,179.1461,EntityAlive.updateTasks,145.5126,EntityAlive.MoveEntityHeaded,135.9134,BaseObjective.Update,90.8510
2026-04-10T20:12:08.3359022Z,12587,18,1485.1407,4.2897,1173.6371,2663.0675,2418056,70.71,98.90,147.68,EntityPlayerLocal.Update,871.4978,EntityAlive.MoveEntityHeaded,479.6161,EntityAlive.updateTasks,393.8541,EntityAlive.Update,358.4384,EAIManager.Update,138.3092
2026-04-10T20:12:38.3413823Z,14581,14,2302.3320,8.5175,1329.4332,3640.2827,2471072,77.22,98.90,147.68,EntityPlayerLocal.Update,910.8489,EntityAlive.updateTasks,805.0163,EntityAlive.MoveEntityHeaded,652.4910,EntityAlive.Update,404.5142,EAIManager.Update,292.2961
2026-04-10T20:13:08.3457079Z,16669,9,1880.2493,7.9121,1375.6056,3263.7670,2550392,72.59,98.90,147.68,EntityPlayerLocal.Update,1012.3248,EntityAlive.updateTasks,571.1100,EntityAlive.MoveEntityHeaded,562.2543,EntityAlive.Update,410.8403,EAIManager.Update,198.2541
2026-04-10T20:13:38.3567225Z,18760,10,1595.2548,1.8672,1323.3054,2920.4274,2395632,68.20,98.90,147.68,EntityPlayerLocal.Update,989.9827,EntityAlive.MoveEntityHeaded,490.5680,EntityAlive.updateTasks,458.7146,EntityAlive.Update,349.3443,EAIManager.Update,156.4136
2026-04-10T20:14:08.3592397Z,20908,5,1569.6200,11.9309,1382.3827,2963.9336,2458252,75.25,98.90,147.68,EntityPlayerLocal.Update,1056.5115,EntityAlive.MoveEntityHeaded,501.1826,EntityAlive.updateTasks,470.0395,EntityAlive.Update,303.6429,EAIManager.Update,185.6396
2026-04-10T20:14:38.3607218Z,23142,3,1263.8805,6.6291,1322.1497,2592.6593,2515364,78.06,98.90,147.68,EntityPlayerLocal.Update,1030.8009,EntityAlive.MoveEntityHeaded,409.4986,EntityAlive.updateTasks,362.6226,EntityAlive.Update,275.4320,EAIManager.Update,137.3901
2026-04-10T20:15:08.3707137Z,25040,8,2244.6391,41.2096,1296.8294,3582.6781,2594456,62.54,98.90,147.68,EntityPlayerLocal.Update,852.2052,EntityAlive.MoveEntityHeaded,689.9426,EntityAlive.updateTasks,677.3205,EntityAlive.Update,463.7530,EAIManager.Update,256.8726
2026-04-10T20:15:38.3733423Z,27032,17,1755.7287,18.4308,1290.2803,3064.4398,2433812,65.53,98.90,147.68,EntityPlayerLocal.Update,893.8444,EntityAlive.MoveEntityHeaded,526.2843,EntityAlive.updateTasks,505.3757,EntityAlive.Update,431.0742,EAIManager.Update,151.5145
2026-04-10T20:16:08.3735193Z,28856,20,2750.0553,61.9614,1288.3187,4100.3354,2532204,57.89,98.90,147.68,EntityAlive.updateTasks,860.0593,EntityAlive.MoveEntityHeaded,849.9808,EntityPlayerLocal.Update,755.9304,EntityAlive.Update,524.8973,EAIManager.Update,336.8641
2026-04-10T20:16:38.3723277Z,30709,17,2294.4404,32.3079,1261.5854,3588.3337,2625444,64.74,98.90,147.68,EntityPlayerLocal.Update,779.1197,EntityAlive.MoveEntityHeaded,751.8871,EntityAlive.updateTasks,611.0140,EntityAlive.Update,559.7805,Entity.Update,205.2883
2026-04-10T20:17:08.3764203Z,32701,16,2071.3612,21.1753,1225.7419,3318.2784,2464844,68.00,98.90,147.68,EntityPlayerLocal.Update,752.4044,EntityAlive.MoveEntityHeaded,695.0694,EntityAlive.updateTasks,584.0850,EntityAlive.Update,482.8096,Entity.Update,200.7607
2026-04-10T20:17:38.3767706Z,34814,8,1887.0120,2.4383,1379.0546,3268.5049,2528516,71.87,98.90,147.68,EntityPlayerLocal.Update,958.9993,EntityAlive.MoveEntityHeaded,613.8070,EntityAlive.updateTasks,559.6865,EntityAlive.Update,394.1275,EAIManager.Update,192.2451
2026-04-10T20:18:08.3834010Z,36831,14,2121.8610,26.8041,1355.8593,3504.5244,2592920,65.63,98.90,147.68,EntityPlayerLocal.Update,911.5176,EntityAlive.updateTasks,652.5726,EntityAlive.MoveEntityHeaded,608.5256,EntityAlive.Update,455.9798,EAIManager.Update,269.2386
2026-04-10T20:18:38.3949545Z,38677,16,2211.0000,19.6818,1326.9656,3557.6474,2467632,65.43,98.90,147.68,EntityPlayerLocal.Update,828.7872,EntityAlive.updateTasks,696.3883,EntityAlive.MoveEntityHeaded,678.8870,EntityAlive.Update,469.8227,EAIManager.Update,236.2184
